id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
2251,F,1.3375,1.0875,0.4,22.97726975,8.91591775,5.08873525,7.7961125,10.0
2252,F,1.45,1.1125,0.4125,27.82503425,11.1413535,6.350288,7.5126175,11.0
2253,M,1.3875,1.05,0.35,20.0430965,8.334753,4.32329875,7.37087,10.0
2254,I,0.7875,0.575,0.1875,3.685435,1.474174,0.793786,1.13398,6.0
2255,F,1.7125,1.325,0.4875,42.127357,20.638436,10.8578585,13.1825175,11.0
2256,I,1.4375,1.0625,0.3125,22.11261,10.75863525,4.94698775,5.5281525,8.0
2257,M,1.5625,1.225,0.4,33.8776525,16.6566915,5.8683465,8.9300925,13.0
2258,I,1.3125,0.95,0.3125,16.48523425,7.01650125,3.47281375,4.819415,11.0
2259,M,1.6125,1.225,0.4,34.23202125,15.2236815,7.484268,9.4970825,11.0
2260,F,1.5625,1.2125,0.4125,30.94347925,14.16057525,6.90310325,9.355335,9.0
2261,M,1.375,1.075,0.375,24.62154075,12.03436275,4.4508715,6.0384435,8.0
2262,I,0.8,0.6,0.1875,4.309124,1.6726205,0.86465975,1.2757275,6.0
2263,I,1.275,1.0,0.3125,15.77649675,6.293589,3.3735905,5.00368675,10.0
2264,F,1.3625,1.0125,0.375,19.8163005,9.7805775,4.195726,5.8116475,9.0
2265,I,1.2625,0.975,0.3125,17.02387475,7.767763,4.60679375,4.9611625,8.0
2266,M,1.1875,0.9375,0.35,13.25339125,6.123492,2.948348,3.8271825,8.0
2267,I,0.975,0.7375,0.225,7.2858215,2.721552,1.5025235,2.551455,7.0
2268,M,1.45,1.15,0.35,27.555714,13.210867,4.83358975,7.5126175,10.0
2269,F,1.45,1.125,0.425,30.674159,8.8733935,7.0590255,8.50485,14.0
2270,I,1.025,0.7625,0.3,10.19164525,4.309124,2.25378525,2.76407625,7.0
2271,M,1.55,1.225,0.4,32.33260475,15.705623,7.314171,8.0796075,9.0
2272,M,1.375,1.0875,0.3625,21.0069795,7.087375,4.46504625,7.427569,10.0
2273,F,1.325,1.025,0.35,20.9502805,8.32057825,4.53592,6.066793,9.0
2274,I,0.675,0.475,0.1625,2.76407625,1.34660125,0.5386405,0.850485,6.0
2275,I,0.9625,0.75,0.25,8.5331995,3.47281375,1.8427175,2.26796,7.0
2276,F,1.5,1.2125,0.35,25.92561775,11.8784405,5.896696,8.788345,9.0
2277,F,1.4125,1.1,0.375,28.81726675,13.834556,6.19436575,7.7961125,13.0
2278,F,1.725,1.3125,0.525,46.13881125,23.530085,11.60912025,11.90679,14.0
2279,M,1.6,1.25,0.475,35.6920205,14.18892475,7.75358825,11.283101,18.0
2280,F,1.55,1.2,0.4125,36.3157095,14.5999925,8.50485,9.525432,11.0
2281,F,1.225,0.95,0.3375,16.25843825,5.3013565,3.4869885,5.5281525,17.0
2282,I,0.8875,0.6625,0.2,5.23048275,2.76407625,1.077281,1.70097,6.0
2283,M,1.3125,1.0,0.3,20.25571775,8.97261675,4.5075705,5.10291,10.0
2284,F,1.4375,1.025,0.325,20.6100865,9.62465525,3.7137845,6.6621325,8.0
2285,M,1.575,1.2,0.375,34.8415355,13.60776,8.221355,9.355335,10.0
2286,M,1.525,1.2125,0.4,33.26813825,13.65028425,6.93145275,9.7805775,13.0
2287,M,1.525,1.175,0.45,29.8520235,12.00601325,5.79747275,8.50485,9.0
2288,M,1.6,1.3125,0.4375,39.02308675,15.025235,8.1363065,9.63883,18.0
2289,F,1.625,1.2875,0.5,45.60017075,15.989118,8.63242275,13.60776,20.0
2290,I,1.4,1.075,0.3375,20.3265915,9.42620875,4.03980375,6.0951425,9.0
2291,I,1.075,0.85,0.2625,10.41844125,4.479221,2.7499015,3.40194,10.0
2292,I,1.325,1.075,0.425,22.5378525,10.546014,4.195726,5.386405,8.0
2293,F,1.25,0.975,0.3125,16.9813505,6.78970525,3.742134,5.2446575,10.0
2294,F,1.65,1.375,0.4625,38.68289275,15.081934,9.39785925,10.77281,11.0
2295,M,1.5,1.125,0.3625,25.64212275,11.52407175,4.57844425,7.654365,18.0
2296,M,1.3375,1.05,0.3375,19.83047525,8.561549,4.2240755,5.2446575,9.0
2297,M,1.25,0.9625,0.3625,21.6873675,9.82310175,5.216308,5.2446575,8.0
2298,I,1.375,1.0625,0.35,23.99785175,11.35397475,4.6209685,6.16601625,8.0
2299,I,0.6875,0.5,0.175,3.27436725,1.54504775,0.83631025,0.9922325,7.0
2300,F,1.5,1.1625,0.4125,32.13415825,16.6411565,7.6260155,8.788345,11.0
2301,M,1.375,1.075,0.4125,28.066005,11.1980525,5.5281525,10.3475675,20.0
2302,I,0.6375,0.45,0.15,2.08368825,0.793786,0.41106775,0.623689,5.0
2303,F,1.2875,0.975,0.35,18.24290325,7.654365,4.876114,5.273007,13.0
2304,I,0.9625,0.7,0.2,6.80388,3.40194,1.17650425,1.8994165,7.0
2305,I,1.075,0.8375,0.225,11.2547515,5.1312595,2.42388225,3.40194,8.0
2306,F,1.1,0.875,0.275,12.984071,5.443104,2.65067825,3.685435,12.0
2307,M,1.4375,1.125,0.375,24.323871,11.396499,6.78970525,6.520385,10.0
2308,F,1.675,1.2875,0.5125,38.20095125,13.70698325,9.8372765,12.40290625,16.0
2309,M,1.325,1.0625,0.325,19.74542675,8.37727725,4.025629,5.6699,11.0
2310,F,1.475,1.1375,0.4125,31.70891575,13.9763035,6.78970525,8.3631025,12.0
2311,I,1.175,0.875,0.3125,15.49300175,6.36446275,3.231843,4.15320175,9.0
2312,M,1.475,1.125,0.3875,32.41765325,13.99047825,7.29999625,7.4559185,10.0
2313,I,0.9625,0.7,0.2125,6.13766675,2.83495,1.077281,1.984465,7.0
2314,F,1.525,1.2,0.4125,30.674159,14.7133905,6.22271525,8.6465975,10.0
2315,I,1.45,1.1375,0.375,24.323871,10.0073735,5.99591925,7.654365,10.0
2316,M,1.475,1.125,0.3625,26.308336,12.757275,5.40057975,6.80388,9.0
2317,M,1.4,1.0625,0.3375,24.7491135,10.78698475,5.3013565,7.654365,8.0
2318,M,1.3125,1.025,0.4,18.89494175,7.2858215,3.40194,5.953395,13.0
2319,M,1.225,0.975,0.35,15.71979775,6.67630725,3.10427025,5.386405,10.0
2320,F,1.5625,1.2625,0.3875,34.5013415,16.839603,8.391452,9.07184,11.0
2321,M,1.25,1.0,0.3375,16.91047675,7.10154975,3.81300775,4.26659975,8.0
2322,M,1.6625,1.3,0.5125,47.07434475,19.1359125,10.8011595,11.46737275,12.0
2323,I,0.9875,0.75,0.2125,7.69688925,3.572037,1.247378,1.7293195,6.0
2324,I,1.1,0.8125,0.2875,10.999606,4.819415,2.33883375,3.5436875,7.0
2325,M,1.575,1.1875,0.3625,29.44095575,11.1413535,6.08096775,7.98038425,13.0
2326,I,1.025,0.75,0.225,8.618248,4.74854125,1.77184375,2.551455,7.0
2327,M,1.425,1.1625,0.375,27.499015,11.12717875,6.577084,8.3064035,10.0
2328,F,1.375,1.0625,0.3875,28.81726675,12.23280925,5.783298,8.3631025,11.0
2329,I,1.2125,0.95,0.3125,16.48523425,7.257472,3.64291075,4.3941725,8.0
2330,M,1.475,1.125,0.4,27.9242575,11.38232425,6.16601625,8.66077225,10.0
2331,F,1.4875,1.125,0.4125,28.98736375,10.149121,6.39281225,10.20582,16.0
2332,F,1.7625,1.375,0.475,49.3564795,21.72989175,11.97766375,14.514944,9.0
2333,I,0.5,0.3625,0.15,0.77961125,0.29766975,0.226796,0.283495,5.0
2334,I,1.4625,1.1375,0.3625,25.51455,10.8011595,4.309124,8.0796075,11.0
2335,F,1.525,1.2,0.4,31.19862475,15.4504775,6.463686,8.50485,13.0
2336,I,1.0375,0.7625,0.25,9.07184,4.9611625,1.8427175,2.9766975,7.0
2337,M,1.3125,1.025,0.35,24.9192105,11.15552825,5.9250455,6.520385,9.0
2338,M,1.6125,1.25,0.45,35.777069,16.96717575,6.4353365,11.056305,11.0
2339,I,1.1125,0.825,0.2875,10.70193625,4.63514325,2.25378525,2.96252275,9.0
2340,I,1.275,1.0,0.3625,19.60367925,6.5487345,4.479221,5.386405,9.0
2341,M,1.4,1.125,0.3625,26.761928,10.95708175,6.066793,7.654365,12.0
2342,I,0.7,0.525,0.175,2.721552,0.94970825,0.77961125,0.97805775,5.0
2343,I,0.8875,0.65,0.2125,5.1312595,4.479221,1.48834875,1.5592225,6.0
2344,M,1.2,0.8875,0.3,14.61416725,6.066793,3.07592075,4.6776675,9.0
2345,F,1.7625,1.425,0.45,51.55356575,21.98503725,10.9712565,13.834556,12.0
2346,F,1.45,1.1125,0.375,23.51591025,10.33339275,5.5281525,6.5487345,9.0
2347,F,1.575,1.275,0.475,37.74735925,13.19669225,7.540967,11.623295,18.0
2348,I,1.15,0.875,0.3,13.62193475,5.8683465,3.33106625,4.1106775,7.0
2349,F,1.5125,1.1625,0.3875,30.71668325,13.437663,7.3992195,9.56795625,11.0
2350,I,1.4125,1.1,0.4125,25.61377325,11.736693,5.48562825,7.37087,10.0
2351,I,1.2875,0.9875,0.3125,16.82542825,6.4920355,3.7137845,4.9611625,9.0
2352,F,1.5375,1.1875,0.3875,34.23202125,13.99047825,6.90310325,9.355335,20.0
2353,F,1.55,1.325,0.425,38.03085425,13.380964,7.27164675,11.3398,16.0
2354,I,0.7625,0.55,0.175,4.12485225,1.68679525,0.94970825,1.247378,5.0
2355,M,0.9125,0.675,0.2375,6.577084,2.08368825,1.74349425,1.984465,10.0
2356,I,1.0,0.75,0.25,9.82310175,4.1673765,1.97029025,2.26796,8.0
2357,F,1.1625,0.8875,0.3125,15.35125425,7.824462,3.6003865,4.6776675,7.0
2358,M,1.5125,1.1875,0.3625,32.33260475,16.54193325,6.93145275,7.087375,9.0
2359,M,1.425,1.125,0.4125,25.51455,11.679994,5.06038575,6.80388,9.0
2360,I,1.225,0.95,0.3375,17.50581625,6.98815175,2.891649,5.953395,8.0
2361,I,1.0,0.75,0.225,7.144074,3.458639,1.63009625,2.1262125,6.0
2362,M,1.175,0.9375,0.2875,14.004653,4.876114,3.2601925,4.3941725,14.0
2363,M,1.6,1.25,0.4125,36.230661,17.5483405,8.46232575,8.9300925,10.0
2364,M,1.5,1.175,0.4125,30.4190135,8.9300925,4.77689075,9.07184,17.0
2365,I,0.9125,0.675,0.1875,4.32329875,1.91359125,1.37495075,1.2757275,6.0
2366,M,1.5,1.175,0.4375,31.2694985,13.097469,7.824462,8.1930055,13.0
2367,I,1.15,0.925,0.3125,13.60776,5.8683465,3.2601925,4.1106775,9.0
2368,M,1.575,1.2875,0.4375,35.81959325,17.293195,7.98038425,9.355335,10.0
2369,I,1.1,0.8875,0.3,13.53688625,6.90310325,2.551455,4.06815325,8.0
2370,F,1.5375,1.1875,0.4375,29.97959625,12.7289255,6.64795775,8.50485,10.0
2371,F,1.4875,1.1375,0.3875,31.808139,12.47378,6.59125875,10.0640725,15.0
2372,F,1.675,1.35,0.5375,49.54075125,19.447757,8.32057825,13.3526145,12.0
2373,I,1.0875,0.875,0.3,11.210867,4.77689075,2.8066005,3.685435,9.0
2374,I,1.175,0.9375,0.275,12.09106175,4.72019175,2.45223175,4.1106775,10.0
2375,F,1.175,0.95,0.2875,13.53688625,5.96756975,2.551455,4.9611625,12.0
2376,M,1.325,1.1,0.3,24.50814275,8.63242275,4.86193925,7.93786,11.0
2377,F,1.0875,0.8125,0.25,10.07824725,4.3374735,1.814368,2.9766975,7.0
2378,I,1.0,0.7875,0.35,9.14271375,3.2601925,1.8427175,2.6932025,21.0
2379,F,1.2625,1.0125,0.325,19.43358225,10.77281,4.706017,6.0951425,8.0
2380,I,1.3,1.0,0.3125,18.01610725,8.221355,4.025629,5.5281525,9.0
2381,I,0.925,0.6875,0.2,6.577084,2.664853,1.14815475,1.8427175,8.0
2382,I,0.95,0.675,0.2125,6.10931725,2.6932025,1.51669825,1.984465,6.0
2383,M,1.2875,1.0,0.3,17.463292,7.087375,3.98310475,5.2446575,9.0
2384,F,1.6125,1.275,0.4,35.0116325,16.68368075,9.42620875,9.07184,14.0
2385,M,1.2,0.9375,0.3125,16.499409,7.83863675,3.4869885,4.819415,7.0
2386,I,1.0,0.75,0.2375,9.25611175,3.78465825,1.63009625,2.93417325,6.0
2387,M,1.675,1.2875,0.5,38.8104655,17.7751365,8.674947,10.489315,14.0
2388,M,1.625,1.3125,0.45,43.47395825,19.29183475,10.8011595,12.757275,10.0
2389,M,1.525,1.1125,0.35,24.1821235,11.5382465,4.86193925,6.80388,9.0
2390,M,1.55,1.225,0.375,33.52328375,15.0535845,6.98815175,8.788345,10.0
2391,F,1.55,1.3,0.45,38.22930075,14.84096325,8.32057825,12.757275,15.0
2392,F,1.6375,1.2875,0.4625,41.23434775,19.447757,10.07824725,11.4815475,11.0
2393,I,1.375,1.0875,0.3375,21.829115,8.94426725,4.72019175,5.17378375,9.0
2394,I,0.875,0.675,0.225,5.5848515,2.721552,1.14815475,1.8427175,6.0
2395,I,0.9375,0.7125,0.25,6.87475375,3.061746,1.11980525,1.984465,6.0
2396,M,1.3125,0.95,0.3125,18.24290325,7.8528115,4.3941725,5.9250455,10.0
2397,F,1.55,1.1875,0.4625,30.1355185,13.99047825,6.22271525,8.9300925,14.0
2398,I,1.0,0.75,0.25,8.107957,3.69960975,1.7293195,2.9766975,7.0
2399,F,1.6375,1.2875,0.5,50.6605565,24.53649225,10.24834425,12.20445975,10.0
2400,I,0.8125,0.625,0.1875,4.94698775,2.0128145,1.00640725,1.13398,5.0
2401,M,1.375,1.0625,0.425,27.03124825,14.04717725,5.3580555,7.767763,10.0
2402,M,0.95,0.75,0.2375,7.3425205,3.2601925,1.68679525,2.4097075,8.0
2403,F,1.25,0.95,0.35,15.5071765,6.90310325,3.07592075,4.9611625,9.0
2404,I,1.0,0.7875,0.25,9.34116025,3.98310475,2.26796,2.6932025,7.0
2405,F,1.55,1.2875,0.4375,37.9032815,17.4349425,8.29222875,9.07184,10.0
2406,F,1.2125,0.9375,0.3375,15.09610875,6.59125875,3.4869885,4.819415,8.0
2407,M,1.2375,1.025,0.325,24.11124975,12.03436275,4.7910655,6.80388,9.0
2408,I,1.1625,0.8875,0.3375,13.210867,6.2652395,3.30271675,4.53592,9.0
2409,I,0.95,0.725,0.2375,7.654365,2.65067825,1.37495075,2.50893075,8.0
2410,I,1.4125,1.1,0.3375,22.5378525,10.02154825,4.91863825,7.654365,11.0
2411,M,1.525,1.175,0.4,32.31843,14.13222575,6.08096775,8.9300925,9.0
2412,M,1.575,1.225,0.4375,30.94347925,12.133586,7.10154975,8.29222875,15.0
2413,I,1.55,1.0875,0.375,23.09066775,11.963489,4.97533725,5.5281525,8.0
2414,F,1.3625,1.1125,0.35,23.43086175,11.679994,4.5075705,6.3786375,8.0
2415,I,1.2125,0.9875,0.3125,16.9246515,8.3064035,3.9405805,4.819415,8.0
2416,M,1.325,1.075,0.325,20.51086325,8.34892775,4.12485225,6.23689,10.0
2417,F,1.575,1.25,0.45,37.0527965,14.21727425,8.09378225,11.29727575,11.0
2418,M,1.6125,1.3,0.4125,39.41997975,16.82542825,8.221355,10.44679075,13.0
2419,I,0.85,0.6375,0.1875,4.252425,1.530873,0.86465975,1.5592225,5.0
2420,M,1.4625,1.125,0.3625,23.7285315,9.82310175,5.046211,7.92368525,11.0
2421,I,1.0625,0.8125,0.3,11.89261525,4.80524025,2.608154,4.1106775,7.0
2422,F,1.375,1.0625,0.375,20.76600875,8.40562675,4.60679375,6.520385,10.0
2423,M,1.4125,1.075,0.375,23.57260925,8.3064035,5.6982495,7.654365,10.0
2424,I,0.775,0.5875,0.1875,3.6570855,1.48834875,0.963883,1.13398,5.0
2425,M,0.75,0.5625,0.225,3.81300775,1.247378,0.94970825,1.247378,11.0
2426,F,1.75,1.375,0.4875,49.59745025,21.262125,10.92873225,13.60776,11.0
2427,F,1.4125,1.1125,0.4,26.12406425,10.092422,6.7755305,7.93786,13.0
2428,I,0.525,0.375,0.1125,1.20485375,0.3685435,0.3118445,0.3118445,5.0
2429,M,1.0875,0.8625,0.3,11.6516445,4.7910655,1.7293195,3.8271825,9.0
2430,M,1.5125,1.2,0.4,36.7693015,16.612807,8.60407325,10.3475675,13.0
2431,I,1.1625,0.8875,0.275,13.90542975,6.973977,2.664853,3.685435,7.0
2432,M,1.25,1.0,0.3625,20.241543,6.123492,4.6776675,5.5281525,17.0
2433,M,1.45,1.1375,0.375,28.7180435,12.34620725,6.350288,7.5126175,9.0
2434,I,1.275,1.025,0.35,18.58309725,8.3064035,4.32329875,5.6699,8.0
2435,I,1.3,1.0,0.3625,20.11397025,9.8372765,3.52951275,4.819415,7.0
2436,I,1.325,1.025,0.325,19.80212575,9.62465525,4.15320175,6.23689,8.0
2437,F,1.5,1.1625,0.4,30.78075575,13.5794105,7.3992195,8.3631025,9.0
2438,I,0.9625,0.75,0.225,7.83863675,3.58621175,1.54504775,2.1262125,6.0
2439,M,1.3625,1.125,0.375,24.9192105,10.035723,5.88252125,7.2291225,10.0
2440,M,1.2625,0.9625,0.3125,18.71067,8.561549,4.025629,4.9611625,9.0
2441,I,0.7625,0.575,0.2125,4.819415,1.814368,1.0489315,1.2757275,6.0
2442,M,1.225,0.9625,0.35,16.9246515,6.4353365,2.42388225,6.23689,10.0
2443,F,1.5625,1.225,0.4125,34.529691,12.85649825,5.8683465,10.20582,17.0
2444,I,1.05,0.8125,0.25,8.66077225,3.515338,1.80019325,2.83495,8.0
2445,M,1.3125,1.05,0.4,22.75047375,7.1724235,5.03203625,7.37087,14.0
2446,M,1.3875,1.0875,0.3375,24.9192105,8.85921875,5.93922025,7.2291225,12.0
2447,F,1.4,1.1375,0.4,26.08154,12.28950825,5.4714535,7.7961125,8.0
2448,F,1.525,1.2125,0.375,30.7592075,14.10387625,6.8889285,8.788345,12.0
2449,F,1.6125,1.25,0.4375,32.6869735,12.3887315,7.52679225,11.056305,13.0
2450,F,1.4875,1.1625,0.475,29.199985,12.1619355,7.15824875,8.68912175,9.0
2451,M,1.375,1.1,0.35,23.8986285,10.432616,5.74077375,6.0951425,10.0
2452,F,1.6625,1.25,0.4375,40.78075575,17.519991,8.09378225,11.0846545,15.0
2453,I,0.9875,0.75,0.225,8.618248,3.98310475,1.77184375,2.324659,7.0
2454,I,1.4,1.0875,0.3875,23.71435675,10.6877615,4.082328,7.5126175,8.0
2455,M,1.575,1.2875,0.4125,37.32211675,13.19669225,6.010094,11.623295,19.0
2456,M,1.45,1.1875,0.3625,27.45649075,13.7495075,6.22271525,8.00873375,10.0
2457,F,1.4875,1.25,0.4625,36.457457,13.73533275,8.0229085,11.623295,18.0
2458,M,1.7,1.35,0.5,50.56133325,22.52367775,10.9712565,12.85649825,10.0
2459,M,1.0125,0.7625,0.275,9.99319875,4.3941725,2.08368825,2.6932025,7.0
2460,F,1.6875,1.3125,0.4625,41.4186195,16.48523425,9.96484925,11.056305,18.0
2461,F,1.4625,1.1375,0.35,30.1922175,12.94154675,6.13766675,7.087375,12.0
2462,M,1.8,1.4125,0.4625,49.34230475,20.751834,11.4248485,14.17475,12.0
2463,M,1.4,1.1125,0.3625,26.32251075,10.9712565,5.14543425,7.7961125,9.0
2464,F,1.1625,0.925,0.3125,14.628342,5.71242425,4.23825025,5.2446575,13.0
2465,F,1.5375,1.2,0.4125,36.4291075,12.85649825,6.4353365,13.7495075,19.0
2466,F,1.4375,1.1,0.4,25.51455,11.43902325,4.57844425,7.654365,10.0
2467,M,1.55,1.2,0.3875,33.55163325,16.499409,7.597666,8.50485,12.0
2468,F,1.3125,1.0,0.4125,19.23513575,6.90310325,3.3735905,7.5126175,18.0
2469,I,1.125,0.9,0.2875,13.45183775,6.8889285,2.25378525,2.93417325,6.0
2470,M,1.325,1.0375,0.325,23.88445375,9.05766525,4.649318,5.8116475,10.0
2471,I,1.0375,0.775,0.25,11.3681495,5.82582225,1.85689225,2.9199985,9.0
2472,F,1.1,0.8625,0.2625,12.51630425,5.91087075,2.96252275,3.685435,7.0
2473,F,1.5375,1.2125,0.4125,33.38153625,9.48290775,7.04485075,10.942907,16.0
2474,I,1.2875,0.975,0.3875,17.95940825,6.42116175,3.67126025,6.23689,13.0
2475,M,1.3125,1.0375,0.35,21.27629975,9.93649975,4.77689075,5.953395,13.0
2476,M,1.475,1.1375,0.35,26.3933845,12.60135275,5.726599,7.2291225,9.0
2477,M,1.55,1.1625,0.375,30.91512975,13.9196045,7.767763,10.0640725,10.0
2478,I,1.0875,0.8625,0.3125,12.47378,5.42892925,2.6932025,3.5436875,8.0
2479,M,1.4125,1.15,0.375,26.23746225,11.1413535,6.010094,7.37087,11.0
2480,F,1.3125,1.025,0.325,22.75047375,8.391452,5.3580555,6.3786375,10.0
2481,F,1.5125,1.175,0.4,27.76833525,10.9712565,7.8528115,9.19941275,14.0
2482,M,1.725,1.375,0.5125,45.1607535,14.968536,10.489315,14.17475,17.0
2483,M,1.4625,1.15,0.4125,29.21415975,11.396499,5.82582225,9.2135875,9.0
2484,I,1.2125,0.95,0.325,15.74814725,6.2085405,3.86970675,4.3941725,8.0
2485,M,1.4125,1.1,0.35,24.097075,10.5176645,4.18155125,7.7961125,9.0
2486,I,1.325,1.05,0.3625,21.27629975,8.3631025,4.74854125,6.23689,10.0
2487,I,0.7875,0.575,0.175,3.64291075,1.2190285,1.13398,1.13398,5.0
2488,F,1.2875,0.975,0.325,18.71067,7.3992195,5.1312595,4.9611625,8.0
2489,I,0.9125,0.675,0.2125,6.16601625,2.7499015,1.077281,1.871067,6.0
2490,F,1.6,1.25,0.4875,43.6298805,19.83047525,8.0796075,13.324265,9.0
2491,I,1.075,0.7875,0.25,10.716111,4.252425,1.8427175,2.9766975,8.0
2492,I,1.125,0.8625,0.275,12.26115875,5.96756975,2.3530085,3.40194,7.0
2493,M,1.475,1.15,0.425,27.499015,14.288148,6.19436575,6.6621325,10.0
2494,M,1.6125,1.2625,0.475,38.11590275,16.612807,8.77417025,9.4970825,10.0
2495,F,1.25,1.0,0.4,21.50309575,7.72523875,4.422522,7.2291225,14.0
2496,M,1.5,1.175,0.4,31.581343,14.0330025,7.257472,8.9300925,11.0
2497,I,0.925,0.6875,0.225,6.94610475,3.061746,1.77184375,1.984465,7.0
2498,F,1.45,1.125,0.375,26.2232875,9.8939755,5.54232725,9.922325,14.0
2499,I,0.6125,0.4375,0.0875,1.45999925,0.77961125,0.396893,0.60951425,4.0
2500,M,1.7375,1.375,0.5,49.3564795,20.751834,9.015141,14.5999925,13.0
2501,F,1.3375,1.05,0.35,21.1203775,7.994559,4.7343665,8.3631025,19.0
2502,F,1.625,1.375,0.45,47.9390045,24.73493875,9.3836845,13.1825175,13.0
2503,M,1.475,1.1875,0.3875,30.674159,14.231449,7.49844275,8.3631025,10.0
2504,F,1.525,1.2,0.375,30.390664,14.004653,6.87475375,8.6465975,9.0
2505,M,1.025,0.8125,0.25,10.95708175,4.18155125,2.11203775,2.83495,10.0
2506,F,1.65,1.275,0.4625,38.88133925,14.4298955,6.747181,14.118051,16.0
2507,F,1.45,1.1125,0.375,27.895908,13.891255,5.6982495,7.654365,10.0
2508,I,0.9375,0.7,0.2,7.2858215,2.6932025,1.60174675,1.7293195,7.0
2509,M,1.45,1.125,0.3125,25.44367625,11.26892625,5.76912325,7.5126175,13.0
2510,F,1.5875,1.25,0.425,35.25260325,17.0097,8.448151,10.0640725,11.0
2511,M,1.3,1.0625,0.3625,23.019794,8.3064035,3.9972795,8.0796075,9.0
2512,M,1.6125,1.3,0.475,38.03085425,18.21455375,11.07047975,9.00096625,9.0
2513,M,1.575,1.2125,0.4,33.26813825,14.89766225,8.37727725,8.0796075,11.0
2514,M,1.4375,1.225,0.4125,31.581343,13.05494475,6.22271525,10.61688775,10.0
2515,F,1.5625,1.25,0.4375,37.40716525,13.60776,6.747181,10.9145575,17.0
2516,M,1.275,1.0375,0.3875,21.035329,7.10154975,4.63514325,8.221355,11.0
2517,M,1.4,1.1,0.4,24.5223175,11.38232425,5.48562825,7.4559185,9.0
2518,F,1.4375,1.125,0.3875,25.92561775,12.54465375,5.4714535,6.690482,10.0
2519,M,1.5625,1.2,0.4375,35.93299125,15.06775925,7.98038425,10.77281,10.0
2520,F,1.425,1.1,0.4,27.03124825,9.979024,5.4714535,8.6465975,10.0
2521,F,1.4875,1.1875,0.375,29.8520235,12.00601325,6.3219385,8.6465975,15.0
2522,I,1.1,0.8625,0.3375,12.71475075,6.25106475,2.36718325,3.685435,8.0
2523,M,1.525,1.175,0.4125,32.10580875,13.42348825,7.427569,8.9300925,14.0
2524,M,1.4125,1.1,0.35,27.8108595,12.870673,5.88252125,7.93786,13.0
2525,M,1.375,1.075,0.3625,22.80717275,11.623295,5.1312595,6.3786375,9.0
2526,I,1.2,0.925,0.3,13.8062065,5.329706,2.324659,3.685435,8.0
2527,I,0.75,0.55,0.175,3.4302895,1.34660125,0.75126175,1.14815475,8.0
2528,M,1.5625,1.2375,0.4125,34.8621175,15.762322,5.6699,9.922325,17.0
2529,M,1.35,1.0375,0.375,24.67823975,10.6877615,5.8683465,6.0951425,11.0
2530,I,1.375,1.075,0.3375,21.72989175,10.19164525,4.60679375,5.82582225,9.0
2531,I,1.325,1.05,0.325,19.29183475,9.31281075,3.98310475,5.10291,8.0
2532,F,1.2375,0.9625,0.3375,17.50581625,6.73300625,4.89028875,5.386405,16.0
2533,I,0.825,0.65,0.225,5.1312595,2.59397925,1.40330025,1.5592225,6.0
2534,I,1.2875,1.0375,0.3125,23.09066775,11.8784405,5.17378375,7.5126175,8.0
2535,F,1.525,1.175,0.4,31.59551775,15.43630275,6.95980225,8.788345,11.0
2536,F,1.5625,1.2125,0.4,32.36095425,16.5277585,7.881161,8.6465975,10.0
2537,F,1.75,1.4,0.4375,49.34230475,23.5584345,10.58853825,13.42348825,9.0
2538,F,1.2125,0.9875,0.3125,19.71707725,7.07320025,3.515338,6.36446275,12.0
2539,F,1.5125,1.225,0.375,31.18445,16.045817,6.42116175,7.93786,11.0
2540,F,1.6625,1.3125,0.45,38.90968875,17.78931125,8.60407325,11.3398,11.0
2541,I,0.925,0.7125,0.2625,6.293589,2.90582375,1.45999925,1.984465,6.0
2542,F,1.2125,0.95,0.3625,21.21960075,9.6671795,4.025629,5.2446575,12.0
2543,M,1.6625,1.3125,0.475,40.5114355,16.82542825,7.767763,11.1980525,12.0
2544,I,1.1875,0.8875,0.3,13.777857,6.78970525,3.50116325,3.572037,7.0
2545,M,1.5625,1.225,0.4125,32.6869735,13.65028425,6.93145275,7.93786,9.0
2546,M,1.4375,1.175,0.3625,28.78891725,10.149121,5.40057975,9.07184,13.0
2547,M,1.1875,0.9125,0.275,13.8062065,5.3013565,2.6365035,4.9611625,10.0
2548,I,1.075,0.8125,0.275,12.0485375,5.71242425,2.25378525,2.9199985,7.0
2549,M,1.375,1.1125,0.425,27.755914,14.13222575,6.010094,7.01650125,10.0
2550,I,1.125,0.85,0.2875,13.437663,6.4920355,3.01922175,3.75630875,7.0
2551,I,1.05,0.7625,0.2375,7.087375,3.41611475,1.587572,2.551455,7.0
2552,I,1.15,0.8875,0.3375,13.437663,5.03203625,3.5436875,4.9611625,11.0
2553,I,1.1,0.8375,0.275,12.2753335,6.8322295,2.4097075,3.40194,8.0
2554,M,1.375,1.0625,0.3625,23.26076475,9.87980075,4.479221,6.6621325,15.0
2555,I,1.15,0.875,0.275,12.984071,5.6699,2.48058125,3.5436875,7.0
2556,I,1.0875,0.8125,0.275,10.716111,4.0539785,2.08368825,2.9766975,7.0
2557,F,1.3375,1.1375,0.3875,25.0326085,14.61416725,5.08873525,6.6621325,8.0
2558,F,1.55,1.2125,0.4375,37.1094955,12.94154675,6.25106475,12.5021295,17.0
2559,I,1.175,0.9375,0.25,14.458245,6.56290925,3.0333965,4.252425,9.0
